Id,Churn
0,0.03362900399893015
1,0.72648553672064
2,0.6839931574052882
3,0.005534292175745168
4,0.0015277212676876888
5,0.14100220462750357
6,0.5260268447213255
7,0.30434091100297783
8,0.08942338244006567
9,0.44798798104287935
10,0.2031492068419432
11,0.1798880815207447
12,0.3542747599198459
13,0.09900907444570418
14,0.03485810936417936
15,0.009895095844509745
16,0.19717147598800452
17,0.335577161471134
18,0.04784746008384791
19,0.007944998092690335
20,0.1959658262551504
21,0.009322083989724
22,0.74271058624664
23,0.4855129459390198
24,0.09722008987490147
25,0.35096161157081246
26,0.1598219885406194
27,0.02425616518140556
28,0.020499914956904494
29,0.001474968121062278
30,0.49830164973093555
31,0.48914850984127595
32,0.7347272752428035
33,0.6545969730502889
34,0.07057165175364181
35,0.011748198217288083
36,0.42903140039657206
37,0.06868407456987145
38,0.1452515024060348
39,0.03833745508957293
40,0.33877493467836206
41,0.5506874499776708
42,0.40413065687100175
43,0.2404614489503675
44,0.41426692377735647
45,0.35711722621282344
46,0.1471687456144404
47,0.13309626202136832
48,0.20623773016731242
49,0.17808741304559536
50,0.3671810325032114
51,0.7552892791721496
52,0.33708150783840457
53,0.14217954987142697
54,0.4161565665301967
55,0.005704508646134498
56,0.015423314876090381
57,0.639450947339927
58,0.667422619402142
59,0.2402829060713911
60,0.023544875848386795
61,0.5724114064334368
62,0.1797456825276087
63,0.09804744491633798
64,0.7497023662753134
65,0.01304290279123227
66,0.28219434194903353
67,0.4604367603012637
68,0.00891163147803903
69,0.5133946021598241
70,0.5290536983871376
71,0.5750582428613289
72,0.05645008000031138
73,0.5719297951870321
74,0.7527630062057978
75,0.037071140789056864
76,0.1386031416654776
77,0.08419691573196042
78,0.09443336374969909
79,0.004566448240684418
80,0.4936150392901885
81,0.7037287951276047
82,0.7773456010756004
83,0.1978453651795362
84,0.20273028834149553
85,0.03126435574914767
86,0.058554181386732865
87,0.47098959404253166
88,0.3543031191207312
89,0.20273028834149553
90,0.14168537861454888
91,0.21946980062603938
92,0.7147098873813347
93,0.808274226279451
94,0.0014901931073466324
95,0.022561541626403912
96,0.2057683900022002
97,0.5522975362894791
98,0.26933259750948046
99,0.6257317023192833
100,0.016061477947741497
101,0.7552462747396724
102,0.0017240487140438062
103,0.6663512006929984
104,0.0021996214147731396
105,0.6417659341698054
106,0.16974472731130094
107,0.09091819397654534
108,0.005771383047129061
109,0.2881220150395111
110,0.11988488557204535
111,0.08721785941138294
112,0.4060764289055535
113,0.3562465297391012
114,0.0029910950783192023
115,0.7758853814473449
116,0.02267603195587861
117,0.0017845249067450926
118,0.0505614685846054
119,0.6111359747127476
120,0.11514662319108072
121,0.02685055036623934
122,0.3143227317371097
123,0.3652461622858084
124,0.3455229468339058
125,0.30903985847548193
126,0.6912744554996155
127,0.2600196730128175
128,0.16678887982107546
129,0.17757070174343953
130,0.1107443176789029
131,0.03186331458860644
132,0.002190531846923445
133,0.0369865514896555
134,0.3102468098272997
135,0.03368423020140341
136,0.02511232860731089
137,0.0039106830752144465
138,0.0439601053311193
139,0.22327266400756232
140,0.00627539747416605
141,0.005238824325918578
142,0.05707787446116122
143,0.058589352553147414
144,0.35286646304469554
145,0.19351415423368748
146,0.43832908524011016
147,0.013767793672236307
148,0.0028512630398144626
149,0.6336087488601996
150,0.020530696977963662
151,0.6801152442051615
152,0.4124581207396454
153,0.04663663221777087
154,0.28435214120343155
155,0.705611355044294
156,0.07562747210508257
157,0.052903287599163504
158,0.050360050822699655
159,0.1383168623141389
160,0.32593746283376174
161,0.7007377514030878
162,0.10561473965665273
163,0.03101866848330363
164,0.5704180901655678
165,0.06325881414133148
166,0.03326741181617013
167,0.13241236535760834
168,0.048321320414025745
169,0.5693437949750806
170,0.6878999499684052
171,0.012148595926635003
172,0.4288936303081803
173,0.49527015706025124
174,0.14741144924176192
175,0.5926326177139282
176,0.07593479285977643
177,0.05653090823793593
178,0.01777436306523821
179,0.8431420233663559
180,0.16496384522173438
181,0.08483001243934345
182,0.036071819282273855
183,0.10429376360956154
184,0.1229026088278616
185,0.00982887766278572
186,0.15403068806592185
187,0.004717999522042303
188,0.05683717604926334
189,0.010474124528860864
190,0.00866098889992571
191,0.006734476675558632
192,0.11169423033773476
193,0.025286635967581204
194,0.27324076827828925
195,0.10091354112261244
196,0.030556012101641317
197,0.18818069237177176
198,0.47481709546967626
199,0.5380468274539295
200,0.5252271212944155
201,0.6410426063879922
202,0.3006912237618468
203,0.6808326375147942
204,0.24701594982004194
205,0.00501006098938534
206,0.07198579639997342
207,0.6366594047431692
208,0.652688853370597
209,0.5286119388958332
210,0.3560664426531691
211,0.1276616037565534
212,0.6291896066811428
213,0.008240342804639538
214,0.0038408056541605483
215,0.5373379391884261
216,0.7434908092587447
217,0.6558941263894864
218,0.23144509621964954
219,0.48466815203854974
220,0.4984897010428939
221,0.013279728482384562
222,0.0854078313013972
223,0.18507636347631154
224,0.04687944010529038
225,0.6421931370700233
226,0.29479243229442303
227,0.050998000097330236
228,0.47539200873372134
229,0.30846750214730034
230,0.0022545116131867803
231,0.010250229886049636
232,0.34228114811046634
233,0.00408973864159257
234,0.01034179779030644
235,0.07114933159167616
236,0.7822161138140794
237,0.30250747837013364
238,0.08348115424444635
239,0.3249442935009038
240,0.20573322953662598
241,0.014002433727924816
242,0.15141756683831684
243,0.4825687164530015
244,0.06439397617189793
245,0.0610267716541728
246,0.010464583325235768
247,0.002320295735140441
248,0.020599126596490495
249,0.04751093746039714
250,0.0013805583162793695
251,0.020067462568049393
252,0.0844529818843358
253,0.5704612716353293
254,0.2968430618387109
255,0.45853575362540744
256,0.10391401239116685
257,0.17577174102707177
258,0.19611301805150838
259,0.5658021658943905
