Id,Churn
0,0.06105458497568557
1,0.6401336942357173
2,0.5605393436997476
3,0.03472156809116671
4,0.001872883367195454
5,0.10888193977258952
6,0.4641011063314224
7,0.26415623287430634
8,0.05418082491990767
9,0.29056210995488707
10,0.22675902003677834
11,0.20070727234876432
12,0.30614275918804124
13,0.12846574700702657
14,0.020714652808465867
15,0.055697165417172706
16,0.1389610061428519
17,0.31541948269163816
18,0.0814300097891108
19,0.041037038286878685
20,0.16428775123445916
21,0.021018735213009374
22,0.7648815637583636
23,0.4258861727875398
24,0.11099285282779302
25,0.43992990375445906
26,0.14214572837811412
27,0.018638648921069253
28,0.061670065227157844
29,0.0015078040021160885
30,0.49397578042919266
31,0.29162626335872976
32,0.7639310054990323
33,0.5140299754934209
34,0.10191929408488302
35,0.05274290586088124
36,0.504403010951894
37,0.11677624108403963
38,0.13673961395204634
39,0.02642559520555673
40,0.2664493011935665
41,0.5642951862988967
42,0.44116609038559806
43,0.2604997684832479
44,0.34359936167291893
45,0.28847764572173074
46,0.21701134892355736
47,0.12317142957162334
48,0.2926387348144592
49,0.28220545180408346
50,0.3986725626352017
51,0.6686817149719648
52,0.28795639718325455
53,0.14343857836748156
54,0.4819756003829412
55,0.00964686560915063
56,0.030338285304319198
57,0.6777942143119823
58,0.6022385276286084
59,0.31384823625350594
60,0.03556571761965404
61,0.49993791727524434
62,0.16548478496758431
63,0.16844994578500175
64,0.727023734183187
65,0.011192453618030394
66,0.2650156962080427
67,0.4635023252653748
68,0.017019660959354605
69,0.5293935256101205
70,0.5873400999020943
71,0.6162476917457874
72,0.06526715644745203
73,0.5262016030227634
74,0.8627811416375857
75,0.03298739415928586
76,0.13296749576056763
77,0.1081018428857935
78,0.18958924936013943
79,0.018638973362907946
80,0.5391668341292901
81,0.6460990600697778
82,0.7358620023478114
83,0.18929997148239572
84,0.300235738381909
85,0.09875008671880753
86,0.12361577241564331
87,0.25230222721528855
88,0.3482136024632643
89,0.300235738381909
90,0.15959580524698164
91,0.15061729556338072
92,0.846809625895047
93,0.7750946525277286
94,0.0037390347081392274
95,0.04888044651573639
96,0.16436710198518514
97,0.7078444763530424
98,0.27364846585005664
99,0.508885727466681
100,0.036738671368457855
101,0.7975951880368176
102,0.0037171097999549253
103,0.46340610140368027
104,0.0033778195202188283
105,0.7830297608327059
106,0.32234644367905474
107,0.15567286240237543
108,0.02443001318449654
109,0.20789052112536097
110,0.1467218986743256
111,0.08557680132472344
112,0.4189898637020295
113,0.35958996733491616
114,0.012098220381565964
115,0.8086991472257046
116,0.015424406639251906
117,0.006620072601801637
118,0.03925480651914661
119,0.7253762520040519
120,0.10684052832993494
121,0.07652218596740648
122,0.2882616120860795
123,0.31179622648462546
124,0.21843400649308978
125,0.19026921871942615
126,0.6757291910085734
127,0.28872535805947463
128,0.2007215562981161
129,0.22919198153226028
130,0.1372426732581118
131,0.08118566030436825
132,0.0053264445593580656
133,0.05895903199652485
134,0.3016791721920144
135,0.04633954404254327
136,0.08012947352769652
137,0.015571157676569644
138,0.0644707073004523
139,0.14074121309803808
140,0.023211310626770842
141,0.024039829332981492
142,0.10744796432224206
143,0.14837397439627667
144,0.32039222555381
145,0.16489888814405634
146,0.3205414742978639
147,0.010694743516196792
148,0.003708155815893195
149,0.5498962811517573
150,0.046492274995074155
151,0.5433994251181352
152,0.42727217854137195
153,0.07289838565568078
154,0.34740959788581194
155,0.7335023473037161
156,0.0352795015644607
157,0.13146056914374007
158,0.04008652914259514
159,0.1031211916369579
160,0.30623166167096627
161,0.6556459580626874
162,0.13194497478532377
163,0.035655277227588156
164,0.4849782845023713
165,0.09995559845843456
166,0.07323843620002442
167,0.19527065273589453
168,0.016354955966601182
169,0.5608999018539381
170,0.7914001223539404
171,0.03749754866315063
172,0.3773772211859738
173,0.30236405404256894
174,0.12399621897476511
175,0.550535417999302
176,0.0641986957136069
177,0.12822808053724166
178,0.0398731430178165
179,0.8044582103806345
180,0.1578070394723258
181,0.08771515345266179
182,0.07418680436486061
183,0.11371519387589743
184,0.20006957615452148
185,0.04078085323263604
186,0.12418234211303007
187,0.015872278214624277
188,0.024908034528252822
189,0.06448082313845191
190,0.0230136611218391
191,0.007873691442919998
192,0.2026025437529657
193,0.06713562461450007
194,0.46851278207673874
195,0.18380728086625203
196,0.049909032351953736
197,0.1459372047797117
198,0.28812999803238265
199,0.5216801688375944
200,0.4471511840774934
201,0.6071917589943145
202,0.20180493211620681
203,0.5222741842642322
204,0.166944079345558
205,0.007671423746777587
206,0.11314922080426182
207,0.6071878307679097
208,0.6807851198042385
209,0.45606180650631273
210,0.2866912862982343
211,0.13227154598726934
212,0.5550186787539447
213,0.02150487350849524
214,0.029396494520687086
215,0.6397472158478227
216,0.8816405654245457
217,0.7933242201518707
218,0.1704133383985429
219,0.45790945562069424
220,0.469631840735911
221,0.02146958195305865
222,0.0784572581696577
223,0.13781906098092364
224,0.032631735796599684
225,0.5542707426500244
226,0.23394877073942902
227,0.059122021065984354
228,0.43649548134977545
229,0.37081032959512117
230,0.004933944210754853
231,0.019896550866557703
232,0.23192322711431262
233,0.02018847018027149
234,0.02714167130915218
235,0.01359710970825385
236,0.7567472171893247
237,0.27398423746139583
238,0.06287160559979454
239,0.3654188574226531
240,0.18771140289844845
241,0.03587719593230613
242,0.12240302379177924
243,0.4717170258909512
244,0.06464467128977577
245,0.13913874144291316
246,0.016263764840741702
247,0.0034150805872556478
248,0.10741273029512538
249,0.05673357350376368
250,0.0027106364486823905
251,0.03279639585216985
252,0.11776713966353629
253,0.413660321039806
254,0.3672873769353347
255,0.5278959587519234
256,0.0856674183622088
257,0.14813588346133444
258,0.20525448882153952
259,0.7203083539774713
260,0.13089715726413356
261,0.3488929693627867
262,0.24021139321809193
263,0.4879622345686175
264,0.6460753967916024
265,0.34709485351871217
266,0.5654213954549472
267,0.3113101944396405
268,0.27058512225978293
269,0.1303110363984728
270,0.01103941380961156
271,0.006861590736465818
272,0.2560320116128946
273,0.6057190896025012
274,0.05975023056657996
275,0.4189100946331781
276,0.03035378322296657
277,0.10189494297769697
278,0.16430798407004382
279,0.046824825748067254
280,0.5141147027718209
281,0.09423932094627321
282,0.5708553595154418
283,0.003834289734749635
284,0.1840114737131013
285,0.011168625250169293
286,0.017862659733532127
287,0.002304738868016472
288,0.1305355598333864
289,0.6189947394377421
290,0.362823090264417
291,0.5281956902328426
292,0.09578722628144516
293,0.4145694228065155
294,0.5223062951993296
295,0.08196671007901184
296,0.14037701043699244
297,0.4823286623754914
298,0.003642616453121802
299,0.26134572890897734
300,0.04715071278866999
301,0.15072864289595608
302,0.13131583412321068
303,0.7556821920840686
304,0.044747648798738195
305,0.18761761094219817
306,0.37857525447257623
307,0.46790087115111334
308,0.6983672797660794
309,0.7891599872816021
310,0.06520173537097654
311,0.01771609663073754
312,0.13337200579931563
313,0.060284173098141824
314,0.3792124562968903
315,0.7414499663660904
316,0.05390857295524671
317,0.3104122625127
318,0.6669847318153856
319,0.49205512374607685
320,0.4145827732798846
321,0.6556360270735303
322,0.4149649701552335
323,0.101648950840683
324,0.03402918224920812
325,0.6484464827464508
326,0.023317152590407272
327,0.202534927182067
328,0.006634124261627638
329,0.36104341848088817
330,0.13731289993877283
331,0.3613773291128928
332,0.32523265212530944
333,0.15466055180653923
334,0.5435036678427606
335,0.1493537640146774
336,0.01857309821758294
337,0.25546436840498854
338,0.02504957054598592
339,0.016937026920881643
340,0.4631771982685949
341,0.39743352179904023
342,0.12033880098862142
343,0.23716196648007737
344,0.0248428027984533
345,0.026487902016392954
346,0.35035891594788
347,0.3929082291904327
348,0.008025243634360985
349,0.4015033256185266
350,0.07549530464782954
351,0.047347915965766874
352,0.34568879816774867
353,0.09696936393049463
354,0.274019095525466
355,0.021752247690809082
356,0.7552447714972738
357,0.5133020060453028
358,0.5788419086800822
359,0.5153068118703152
360,0.21858843823359106
361,0.025146523190243422
362,0.40541523662896906
363,0.11425203095185
364,0.27857398434851144
365,0.007853186561157592
366,0.09860944644796868
367,0.21824680243039207
368,0.1250934215943324
369,0.09934279171746413
370,0.1082778397411004
371,0.22125480147427365
372,0.032833659705740106
373,0.8062432532767073
374,0.015863428968175008
375,0.1427525129075352
376,0.2507919988371072
377,0.183756233716095
378,0.6280882480313772
379,0.49341526301302324
380,0.2568435458053151
381,0.08486034058542005
382,0.04656595216106318
383,0.4063671015102056
384,0.22562305441590913
385,0.4423053622734865
386,0.5398189835046763
387,0.025798216339266444
388,0.013400680062873961
389,0.017724915853345492
390,0.6201288080214297
391,0.019611937398467883
392,0.5541526221885664
393,0.3523658783269766
394,0.11682671222926551
395,0.400823403810612
396,0.02642559520555673
397,0.03659114954176399
398,0.14393346703620508
399,0.030704984558571437
400,0.322635911356908
401,0.15705564157840748
402,0.004747662388158291
403,0.21305650442625818
404,0.027294473988921077
405,0.48009387401918097
406,0.6187068537197203
407,0.42288535856840803
408,0.3270965913341816
409,0.011635225867849222
410,0.08558836790477838
411,0.07513583581775775
412,0.6376295924149987
413,0.49546744460946607
414,0.3135493133392115
415,0.18787666906086833
416,0.02258739292110521
417,0.4081852864534016
418,0.10773510384911912
419,0.10237785087263161
420,0.34657725813394846
421,0.15790632459793102
422,0.46126735099429667
423,0.13893311850050383
424,0.07345609777428966
425,0.6620665742688229
426,0.18889589452466282
427,0.08547228156027148
428,0.8580057965766159
429,0.30896532415550765
430,0.041336013669160475
431,0.16513229130844895
432,0.5251450905004834
433,0.5302075190005122
434,0.603266597278862
435,0.6540965395141524
436,0.011369390579071628
437,0.05458936273737307
438,0.3158228661982687
439,0.5067476234158517
440,0.19891559650949442
441,0.3075818448213651
442,0.21200421685088006
443,0.039487652626175776
444,0.27889406176226417
445,0.005997356505960566
446,0.027810450303654023
447,0.03712506169409247
448,0.49080125502953587
449,0.09418760873383727
450,0.5474777576651725
451,0.4473222875263214
452,0.00545177355797034
453,0.5214438295965739
454,0.07568911192977476
455,0.1838326051551118
456,0.22445359228785267
457,0.004935550712343726
458,0.0327750553841776
459,0.10671533606350059
460,0.16994261046022988
461,0.00525492796991047
462,0.040281825570383
463,0.02606537316922736
464,0.3835542652474075
465,0.18218860369039436
466,0.015164714369478933
467,0.6863104051263065
468,0.22148803558577737
469,0.05773244620835048
470,0.416012195962072
471,0.290476158952737
472,0.3062895386593267
473,0.2405070554656226
474,0.4824627328711003
475,0.0819816978429955
476,0.7323129504860708
477,0.04741355044740696
478,0.0788420350341441
479,0.3244206850558416
480,0.30894963735506903
481,0.022473582791870998
482,0.25235613041136196
483,0.5277988000355827
484,0.059403429685774736
485,0.36608997184206643
486,0.5630453075328825
487,0.2465284171100652
488,0.010767688005432817
489,0.08074967929565824
490,0.7795036288999971
491,0.3912729512530682
492,0.23358945916057813
493,0.06658595587715448
494,0.060561472553287705
495,0.024821598960373913
496,0.07385901889553184
497,0.08131495346174336
498,0.5311926285677018
499,0.09858901964412929
500,0.7624349143052327
501,0.018170957156222176
502,0.19437879562922272
503,0.39040405805398287
504,0.27729786099592046
505,0.02031422015355565
506,0.14252776432313755
507,0.24734057966905187
508,0.5633136293206251
509,0.11264892574196633
510,0.6719319432709143
511,0.22189333017259458
512,0.5673136864751576
513,0.3466370131457816
514,0.20232872219219156
515,0.11137381804201157
516,0.2262869341656094
517,0.8696517546541506
518,0.4833618324599548
519,0.0150505203296822
520,0.5388661400212758
521,0.05890506923534632
522,0.019291509492233058
523,0.2137228889204242
524,0.873932882312634
525,0.14955976946982288
526,0.3056648041076415
527,0.1286956721428987
528,0.5238011875840889
529,0.1076250742470222
530,0.059741540641806985
531,0.08260597126518261
532,0.15132973668537053
533,0.2820235893826721
534,0.751191012268127
535,0.5855867887474208
536,0.3830105068824018
537,0.06970630942294496
538,0.43668185862795544
539,0.16440604769784234
540,0.4918731525653569
541,0.6907086063799801
542,0.16346260755262723
543,0.12820704413760858
544,0.13337168738353233
545,0.41044159570899985
546,0.36359698793480477
547,0.04117050333607342
548,0.294960798416329
549,0.08104533210198356
550,0.10717146608504939
551,0.04229295058757249
552,0.012287491704751288
553,0.21312069030912767
554,0.14909753511044987
555,0.1304880842016447
556,0.7006747199809358
557,0.5767466718753722
558,0.11660718970602522
559,0.24410527871995233
560,0.47228321152568964
561,0.009708387452163559
562,0.03468498143845272
563,0.011395082206258893
564,0.24926772033813008
565,0.3083643039881983
566,0.5791381178082958
567,0.08952684340544653
568,0.5420418705477932
569,0.09176022789754935
570,0.010770803851707192
571,0.6329215396542112
572,0.6183889571596721
573,0.19565939651612146
574,0.022308632197846925
575,0.28535416498573896
576,0.25404777087440805
577,0.46235318556414934
578,0.30039341986827156
579,0.6650993975220166
580,0.03560618472423125
581,0.5565709202037857
582,0.001781575054690682
583,0.024990911610169583
584,0.21285120989631917
585,0.021273610184280967
586,0.14538663889907835
587,0.08626063982182912
588,0.7895971355894402
589,0.38449518611150807
590,0.8358890599668547
591,0.07422713596727397
592,0.5170662784007394
593,0.08854151431936477
594,0.4475110321937864
595,0.5095554761480632
596,0.00444063196744261
597,0.5144406005565949
598,0.4972425953787578
599,0.052094813658309036
600,0.00448110051887261
601,0.21562020360920364
602,0.09516190049461683
603,0.5972615589651076
604,0.04673337338547366
605,0.22682027093182155
606,0.12043954290893907
607,0.5594278995203066
608,0.05185288848268384
609,0.2236832799414292
610,0.4818173983867059
611,0.17024141744764493
612,0.3760160024591616
613,0.23780828417426278
614,0.06505115324132311
615,0.011514504843410331
616,0.43024346190111984
617,0.17960188799470717
618,0.015881507628017
619,0.14592398034900722
620,0.05616544505170698
621,0.350263752582227
622,0.7101184804588532
623,0.8584779895728353
624,0.06935584002871996
625,0.1678269324614143
626,0.019503474598485594
627,0.031127858001249974
628,0.6142639899509493
629,0.22381303038895517
630,0.4863580026903416
631,0.06416946463881702
632,0.5300703796950952
633,0.016570822195192333
634,0.5162799132608875
635,0.01919967788959595
636,0.10795916775143398
637,0.21900085688949777
638,0.12252912881628474
639,0.5822918587012653
640,0.8711335810529366
641,0.2047193745657295
642,0.1701807939418131
643,0.17995179144397647
644,0.3630398019387851
645,0.04808836816638868
646,0.12156635780733631
647,0.08360953973258908
648,0.005159366859633543
649,0.1561832044863906
650,0.039959869076779536
651,0.688042810643203
652,0.04723692552505812
653,0.22174328745090097
654,0.20444702948163423
655,0.5219917872459827
656,0.15588856170129928
657,0.15657110375681083
658,0.019747512658732033
659,0.3537278852919831
660,0.06686115124156561
661,0.031476373898299936
662,0.33481889116186897
663,0.2719865690558228
664,0.036794956864295895
665,0.6602831292230134
666,0.886482020105737
667,0.17378499338761927
668,0.04539608729898712
669,0.006996794966045356
670,0.022439915519814706
671,0.5142433346634102
672,0.5735201491547804
673,0.295435550695753
674,0.7278788868644527
675,0.1383692199672387
676,0.008209272260848383
677,0.2630636246936349
678,0.2705744053487983
679,0.6491038673529077
680,0.4660061215637743
681,0.14498981284964688
682,0.029227184644276854
683,0.42792223221352166
684,0.07987252849129617
685,0.36143160168643107
686,0.03364170682258504
687,0.013951607066127107
688,0.4311572595389743
689,0.18201582568356656
690,0.5553248922626333
691,0.8174432406048245
692,0.3927019343637072
693,0.25798555333281936
694,0.021976858578427554
695,0.6365653221480886
696,0.3112916768040288
697,0.010240340464646516
698,0.04403450540962149
699,0.16272624265887714
700,0.05869754985117926
701,0.1574440675058644
702,0.14426573263462023
703,0.10132811119148899
704,0.8161619967169973
705,0.019278775384623678
706,0.13551236090568913
707,0.729164924590012
708,0.019290289768434263
709,0.10430345682331726
710,0.0887584066088253
711,0.22202609337669227
712,0.2999222652851932
713,0.2880970979418061
714,0.20980241593510468
715,0.1711432859910869
716,0.6359720144506501
717,0.03800818551115428
718,0.28381855341870976
719,0.8083216153916432
720,0.09954829701435296
721,0.23478380712444286
722,0.2365855533229545
723,0.4628684435646467
724,0.12479403672170669
725,0.6652507158936609
726,0.02253094272245758
727,0.3159393354268959
728,0.2544925199744993
729,0.03284559065476382
730,0.006814342374242881
731,0.6292488374555321
732,0.005232139737625401
733,0.021386520758292997
734,0.08407009626152868
735,0.5069362739737292
736,0.013588616195682038
737,0.2400485064679005
738,0.39881806148121407
739,0.3550626356365366
740,0.3583506467741489
741,0.38602515479373656
742,0.3239500920983966
743,0.4728999741156658
744,0.12603898191632262
745,0.1618406074345048
746,0.06650025370212793
747,0.3588653267890921
748,0.011076955612734179
749,0.5497653121318627
750,0.45300198667865105
751,0.06305706028879382
752,0.15513411490974297
753,0.12118866400458496
754,0.5618949248134721
755,0.14557952117540673
756,0.1398322415364308
757,0.4576564087989263
758,0.051647554549567126
759,0.6281710021861214
760,0.40088906801433843
761,0.673218496649906
762,0.6734301892924185
763,0.16933360625954427
764,0.1373712785483438
765,0.10479921000284417
766,0.48795224177872276
767,0.1424022322955089
768,0.13804770646164083
769,0.3723142671603042
770,0.5892632415168487
771,0.03705793532140253
772,0.7394707345840404
773,0.19344033455016574
774,0.575348100093965
775,0.1198156126019799
776,0.07296899658059389
777,0.5425241626329551
778,0.08407129150580012
779,0.6511020932092115
780,0.10506145436053128
781,0.4921380549667399
782,0.5261605874876674
783,0.5413066439564157
784,0.02254158344238254
785,0.5745865560137424
786,0.10576127183152244
787,0.22178050921550205
788,0.5288114745547655
789,0.02856498666071364
790,0.484542316287064
791,0.6494451000495417
792,0.04049375622876759
793,0.5912734835533011
794,0.6080290726969535
795,0.5053336596008028
796,0.3013435281879918
797,0.00828773197656482
798,0.07736709481361849
799,0.053357509963943714
800,0.2407653124611317
801,0.3311774877223149
802,0.031467879798688404
803,0.6709843635506866
804,0.008584891434321921
805,0.13820068880761252
806,0.007937051585000075
807,0.4895449779708175
808,0.18730613678083188
809,0.23065332261269808
810,0.11930863927473917
811,0.32286823395522
812,0.3222913480039031
813,0.18361749547028222
814,0.09688349654875704
815,0.5627353246999266
816,0.16859473509836334
817,0.2876954278794001
818,0.03968706029377864
819,0.04764074195986542
820,0.1293212633454868
821,0.7461889028845455
822,0.007154933664711975
823,0.05220624969945706
824,0.1302426571972484
825,0.031048564740092224
826,0.016121155475431873
827,0.4445628154199872
828,0.6537413447586075
829,0.6523165227258212
830,0.8228635729723908
831,0.872187648513254
832,0.2840523934583212
833,0.3225956402449597
834,0.2318834705405223
835,0.37540720566806374
836,0.07603134381158633
837,0.7196623927895149
838,0.43823330279055384
839,0.2653157035042526
840,0.34645071996658056
841,0.3453263138587798
842,0.11938426421674088
843,0.4564313906589063
844,0.020176321486088788
845,0.39113582925469687
846,0.5480648533164277
847,0.8338552757230944
848,0.04651562969474103
849,0.2876176094514551
850,0.38255589497640136
851,0.11126984870398743
852,0.02278713093379614
853,0.2826265720748278
854,0.3392244364764386
855,0.08037935691812975
856,0.4075213440826453
857,0.17097156651146278
858,0.5987192360673259
859,0.009231990346935406
860,0.468392584429297
861,0.10404354021409196
862,0.12143217379881804
863,0.5333278007061998
864,0.1605984877719729
865,0.018589905797526174
866,0.07565924043875427
867,0.42118830378940786
868,0.26701238108747505
869,0.40674628007010794
870,0.6793309289495594
871,0.1290006266611558
872,0.1282253507872431
873,0.3965282041700779
874,0.607572879534533
875,0.5614041337008981
876,0.18815305547102223
877,0.08481630239717114
878,0.02101430580017955
879,0.12257808766203575
880,0.1416048728344144
881,0.05955150652660851
882,0.011200312346263428
883,0.7325251851585091
884,0.0838684693020754
885,0.3331539052728424
886,0.2348054154741947
887,0.01714529252380418
888,0.0801408819733365
889,0.2685822113731309
890,0.3213596696410255
891,0.1181274266956896
892,0.01699283114675123
893,0.6413403014507
894,0.0714116527515947
895,0.03092667275157634
896,0.05908447726372616
897,0.40914195859764146
898,0.10804758535575118
899,0.7184377857662928
900,0.03182315166407661
901,0.23227055914985845
902,0.13361767128352212
903,0.06034494233929194
904,0.1888817933009863
905,0.0061645648706541364
906,0.5146523629915492
907,0.007077841055111345
908,0.054829407942117846
